event_date,event_type,Arrested ,Total Cases,location
9/1/2010,Violence against civilians,10,37,Jamalpur
9/1/2010,Violence against civilians,10,37,Matiranga
9/1/2010,Violence against civilians,10,37,Sreepur
9/1/2010,Violence against civilians,9,27,Kushtia
9/1/2010,Battles,8,44,Jessore
9/1/2010,Battles,8,44,Paschim Baraghona
9/1/2010,Riots,12,57,Brahmanbaria
9/1/2010,Riots,5,50,Tangail
9/1/2010,Battles,5,14,Brahmanbaria
9/1/2010,Explosions/Remote violence,10,37,Araihazar
9/1/2010,Riots,12,57,Panchagarh
9/1/2010,Riots,12,57,Matiranga
9/1/2010,Violence against civilians,10,37,Dhaka - Jatrabari
9/1/2010,Violence against civilians,10,37,Manikchhari
9/1/2010,Battles,8,44,Nazirpur
9/1/2010,Riots,10,55,Brahmanbaria
9/1/2010,Riots,5,50,Bijoynagar
9/1/2010,Riots,10,55,Barisal
9/1/2010,Violence against civilians,10,37,Naruli
9/1/2010,Violence against civilians,10,37,Bogra
9/1/2010,Riots,5,50,Pabna
9/1/2010,Riots,10,55,Sreebardi
9/1/2010,Riots,5,50,Teligati
9/1/2010,Riots,12,57,Khulna
9/1/2010,Riots,10,55,Sonaimuri
9/1/2010,Riots,10,55,Begumganj
9/1/2010,Battles,3,12,Kushtia
9/1/2010,Battles,3,12,Chittagong
9/1/2010,Battles,3,12,Kushtia
9/1/2010,Riots,12,57,Bandar
9/1/2010,Violence against civilians,10,37,Khulna
9/1/2010,Battles,8,44,Gazipur
9/1/2010,Riots,5,50,Amin Bazar
9/1/2010,Battles,8,44,Katiadi
9/1/2010,Battles,8,44,Pirozali
9/1/2010,Riots,10,55,Sreenagar
9/1/2010,Violence against civilians,10,37,Sarishabari
9/1/2010,Battles,6,33,Shariatpur
9/1/2010,Riots,10,55,Sadardi
9/1/2010,Violence against civilians,10,37,Sharsha
9/1/2010,Riots,12,57,Gangni
9/1/2010,Riots,10,55,Shariatpur
9/1/2010,Riots,10,55,Kamargaon
9/1/2010,Violence against civilians,15,78,Shibganj
9/1/2010,Battles,6,33,Sreepur
9/1/2010,Riots,10,55,Nalduburi
9/1/2010,Battles,6,33,Chatmohar
9/1/2010,Battles,3,12,Baghmara
9/1/2010,Violence against civilians,10,37,Gabtali
9/1/2010,Violence against civilians,11,47,Kahaloo
9/1/2010,Riots,12,57,Hatiya
9/1/2010,Violence against civilians,10,37,Hatiya
9/1/2010,Riots,12,57,Hatiya
9/1/2010,Riots,5,50,Dhakkamara
9/1/2010,Riots,6,15,Puthia
9/1/2010,Violence against civilians,10,37,Gopalpur
9/1/2010,Battles,8,44,Tahirpur
9/1/2010,Riots,5,50,Rajarhat
9/1/2010,Violence against civilians,11,47,Ranisankail
9/1/2010,Violence against civilians,10,37,Otra
9/1/2010,Battles,3,12,Santhia
9/1/2010,Battles,6,33,Bajitpur
9/1/2010,Battles,8,44,Habiganj
9/1/2010,Battles,5,14,Habiganj
9/1/2010,Battles,8,44,Khaliajuri
9/1/2010,Battles,5,14,Shaistaganj
9/1/2010,Violence against civilians,11,47,Gangni
9/1/2010,Violence against civilians,10,37,Khulna
9/1/2010,Riots,10,55,Ranahatta
9/1/2010,Violence against civilians,15,78,Chapai Nababganj
9/1/2010,Violence against civilians,15,78,Shibganj
9/1/2010,Riots,10,55,Sonagazi
9/1/2010,Battles,8,44,Sundarganj
9/1/2010,Violence against civilians,10,37,Sujanagar
9/1/2010,Riots,6,15,Dhaka
9/1/2010,Battles,8,44,Kashiani
9/1/2010,Riots,12,57,Sirajganj
9/1/2010,Battles,8,44,Maulvibazar
9/1/2010,Riots,12,57,Rajshahi
9/1/2010,Violence against civilians,10,37,Shyamnagar
9/1/2010,Violence against civilians,10,37,Shyamnagar
9/1/2010,Violence against civilians,10,37,Jhenaidah
9/1/2010,Riots,10,55,Sherpur
8/1/2010,Riots,6,15,Gobindaganj
8/1/2010,Violence against civilians,15,78,Shibganj
8/1/2010,Violence against civilians,15,78,Hatibandha
8/1/2010,Violence against civilians,15,78,Daulatpur
8/1/2010,Riots,12,57,Dhaka - Tejgaon
8/1/2010,Riots,5,50,Dhaka
8/1/2010,Battles,6,33,Munshiganj
8/1/2010,Battles,8,44,Singair
8/1/2010,Riots,12,57,Rajshahi
8/1/2010,Riots,12,57,Dinajpur
8/1/2010,Riots,12,57,Monohardi
8/1/2010,Violence against civilians,15,78,Debhata
8/1/2010,Violence against civilians,15,78,Damurhuda
8/1/2010,Riots,6,15,Madhabpur
8/1/2010,Battles,6,33,Barisal
8/1/2010,Battles,8,44,Beani Bazar
8/1/2010,Battles,8,44,Charkhai
8/1/2010,Riots,6,15,Brahmanbaria
8/1/2010,Riots,5,50,Chittagong
8/1/2010,Riots,6,15,Depasai
8/1/2010,Violence against civilians,10,37,Gurudaspur
8/1/2010,Violence against civilians,11,47,Shibganj
8/1/2010,Battles,8,44,Morrelganj
8/1/2010,Violence against civilians,10,37,Alamdanga
8/1/2010,Battles,8,44,Boalmari
8/1/2010,Riots,12,57,Alamdanga
8/1/2010,Violence against civilians,15,78,Benapole
8/1/2010,Violence against civilians,15,78,Putkhali
8/1/2010,Battles,8,44,Raipura
8/1/2010,Riots,10,55,Brahmanbaria
8/1/2010,Battles,8,44,Muksudpur
8/1/2010,Violence against civilians,10,37,Chittagong
8/1/2010,Riots,12,57,Dhaka - Shahbagh
8/1/2010,Battles,3,12,Baghmara
8/1/2010,Battles,6,33,Hizla
8/1/2010,Riots,10,55,Maulvibazar
8/1/2010,Violence against civilians,10,37,Kishoreganj
8/1/2010,Violence against civilians,11,47,Nazirpur
8/1/2010,Violence against civilians,15,78,Benapole
8/1/2010,Violence against civilians,15,78,Satkhira
8/1/2010,Battles,3,12,Baghmara
8/1/2010,Battles,8,44,Chhatak
8/1/2010,Battles,8,44,Saltha
8/1/2010,Riots,12,57,Barisal
8/1/2010,Violence against civilians,15,78,Satkhira
8/1/2010,Violence against civilians,15,78,Satkhira
8/1/2010,Riots,12,57,Dhaka - Shahbagh
8/1/2010,Violence against civilians,15,78,Satkhira
8/1/2010,Riots,10,55,Dhaka - New Market
8/1/2010,Riots,12,57,Dhaka - Shahbagh
8/1/2010,Violence against civilians,10,37,Dhaka - Mirpur
8/1/2010,Explosions/Remote violence,10,37,Magura
8/1/2010,Riots,12,57,Magura
8/1/2010,Riots,6,15,Rupganj
8/1/2010,Violence against civilians,10,37,Narail
8/1/2010,Riots,10,55,Kashimpur
8/1/2010,Riots,6,15,Dhaka - Paltan
8/1/2010,Battles,6,33,Tahirpur
8/1/2010,Battles,6,33,Paschim Mukhtarpur
8/1/2010,Riots,12,57,Boakkhali
8/1/2010,Riots,10,55,Magura
8/1/2010,Riots,5,50,Gazipur
8/1/2010,Riots,10,55,Kapasia
8/1/2010,Riots,10,55,Madaripur
8/1/2010,Riots,12,57,Keraniganj
8/1/2010,Battles,8,44,Ikram
8/1/2010,Riots,10,55,Galachipa
8/1/2010,Riots,5,50,Hakimpur
8/1/2010,Violence against civilians,10,37,Magura
8/1/2010,Violence against civilians,8,17,Singra
8/1/2010,Battles,4,13,Dhaka - Khilkhet
8/1/2010,Riots,6,15,Dhaka
8/1/2010,Battles,5,23,Gangni
8/1/2010,Battles,5,23,Gangni
8/1/2010,Violence against civilians,9,27,Damodar
8/1/2010,Riots,10,55,Barisal
8/1/2010,Riots,5,50,Gazipur
8/1/2010,Riots,5,50,Mostofi
8/1/2010,Riots,5,50,Phultala
8/1/2010,Violence against civilians,10,37,Phultala
8/1/2010,Riots,10,55,Dahakola
8/1/2010,Violence against civilians,15,78,Shibganj
8/1/2010,Violence against civilians,10,37,Natore
8/1/2010,Battles,8,44,Munshiganj
8/1/2010,Battles,8,44,Kalai
8/1/2010,Riots,5,50,Mulaid
8/1/2010,Explosions/Remote violence,10,37,Jhenaidah
8/1/2010,Riots,12,57,Rajshahi
8/1/2010,Battles,8,44,Kalai
8/1/2010,Violence against civilians,10,37,Damurhuda
8/1/2010,Battles,6,33,Kendua
8/1/2010,Battles,6,33,Netrakona
8/1/2010,Riots,6,15,Barpa
8/1/2010,Riots,12,57,Netrakona
8/1/2010,Riots,6,15,Rupganj
8/1/2010,Battles,6,33,Shariatpur
8/1/2010,Violence against civilians,10,37,Bogra
8/1/2010,Violence against civilians,10,37,Saghatta
8/1/2010,Violence against civilians,10,37,Sharsha
8/1/2010,Riots,10,55,Chak Narayan
8/1/2010,Riots,10,55,Dhaka - Gulshan
8/1/2010,Violence against civilians,10,37,Dhaka - Gulshan
8/1/2010,Battles,8,44,Betauka
8/1/2010,Riots,6,15,Birganj
8/1/2010,Violence against civilians,10,37,Sharsha
8/1/2010,Battles,3,12,Ataikula
8/1/2010,Violence against civilians,10,37,Dhaka - Paltan
8/1/2010,Riots,13,58,Dhunat
8/1/2010,Battles,6,33,Phultala
8/1/2010,Riots,5,50,Austagram
8/1/2010,Riots,12,57,Bogra
8/1/2010,Riots,12,57,Bogra
8/1/2010,Riots,5,50,Panchagarh
8/1/2010,Violence against civilians,10,37,Bogra
8/1/2010,Battles,8,44,Baniachong
8/1/2010,Battles,8,44,Sundarganj
8/1/2010,Riots,5,50,Atwari
8/1/2010,Riots,10,55,Madaripur
8/1/2010,Riots,12,57,Gazipur
8/1/2010,Riots,6,15,Narayanganj
8/1/2010,Riots,5,50,Rajapur
8/1/2010,Violence against civilians,10,37,Bonpara
8/1/2010,Battles,6,33,Shailkupa
8/1/2010,Riots,6,15,Baghmara
8/1/2010,Riots,5,50,Birganj
8/1/2010,Riots,10,55,Jhalokati
8/1/2010,Riots,6,15,Paba
8/1/2010,Riots,6,15,Sylhet
8/1/2010,Riots,12,57,Tala
8/1/2010,Riots,12,57,Rajshahi
8/1/2010,Riots,12,57,Baghmara
8/1/2010,Riots,12,57,Naohata
8/1/2010,Riots,12,57,Banshkhali
8/1/2010,Riots,10,55,Gangachara
8/1/2010,Battles,8,44,Sirajganj
8/1/2010,Riots,5,50,Basail
8/1/2010,Riots,6,15,Kishoreganj
8/1/2010,Riots,5,50,Matlab Dakshin
8/1/2010,Battles,3,12,Pangsha
8/1/2010,Riots,10,55,Chittagong
8/1/2010,Riots,5,50,Nalchity
8/1/2010,Riots,12,57,Khagrachhari
8/1/2010,Battles,8,44,Ghatail
8/1/2010,Battles,6,33,Rajshahi
8/1/2010,Riots,10,55,Noakhali
8/1/2010,Riots,12,57,Domar
8/1/2010,Violence against civilians,10,37,Chittagong
8/1/2010,Explosions/Remote violence,3,30,Amghata
8/1/2010,Riots,10,55,Bhola
8/1/2010,Violence against civilians,10,37,Chittagong
8/1/2010,Violence against civilians,10,37,Jobra
8/1/2010,Battles,4,13,Dhaka - Jatrabari
8/1/2010,Battles,8,44,Chandpur
8/1/2010,Riots,12,57,Noakhali
8/1/2010,Violence against civilians,15,78,Putkhali
8/1/2010,Explosions/Remote violence,9,27,Gangni
8/1/2010,Battles,8,44,Brahmanbaria
8/1/2010,Battles,6,33,Putimari
8/1/2010,Riots,6,15,Bogra
8/1/2010,Riots,10,55,Chandpur
8/1/2010,Riots,12,57,Tangail
8/1/2010,Violence against civilians,10,37,Bamundi
8/1/2010,Battles,4,22,Bhatsala
8/1/2010,Riots,10,55,Noakhali
8/1/2010,Riots,12,57,Bogra
8/1/2010,Riots,10,55,Kalapara
8/1/2010,Riots,10,55,Noakhali
8/1/2010,Riots,10,55,Noakhali
8/1/2010,Riots,10,55,Rajshahi
8/1/2010,Riots,12,57,Barisal
8/1/2010,Violence against civilians,10,37,Rajshahi
8/1/2010,Riots,12,57,Gazipur
8/1/2010,Battles,6,33,Bhatsala
8/1/2010,Explosions/Remote violence,10,37,Dhaka - Motijheel
8/1/2010,Riots,10,55,Munshiganj
8/1/2010,Battles,6,33,Magura
8/1/2010,Battles,8,44,Shahjadpur
8/1/2010,Riots,12,57,Kalapara
8/1/2010,Riots,6,15,Ashulia
8/1/2010,Riots,5,50,Burhanuddin
8/1/2010,Riots,6,15,Fatullah
8/1/2010,Riots,6,15,Shahjadpur
8/1/2010,Riots,12,57,Keraniganj
8/1/2010,Riots,6,15,Jobra
8/1/2010,Riots,12,57,Chittagong
8/1/2010,Riots,6,15,Chittagong
8/1/2010,Riots,6,15,Faridpur
8/1/2010,Riots,6,15,Narayanganj
8/1/2010,Riots,12,57,Ashulia
8/1/2010,Riots,6,15,Savar
7/1/2010,Battles,8,44,Char Balaki
7/1/2010,Battles,8,44,Haripur
7/1/2010,Battles,6,33,Jhenaidah
7/1/2010,Riots,6,15,Ashulia
7/1/2010,Riots,5,50,Gazipur
7/1/2010,Riots,6,15,Narayanganj
7/1/2010,Riots,6,15,Narayanganj
7/1/2010,Riots,6,15,Savar
7/1/2010,Riots,10,55,Padaganj
7/1/2010,Battles,9,18,Darshana
7/1/2010,Violence against civilians,15,78,Kanaighat
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Riots,10,55,Padaganj
7/1/2010,Riots,6,15,Chandna
7/1/2010,Riots,10,55,Shibganj
7/1/2010,Riots,5,50,Sirajganj
7/1/2010,Riots,12,57,Bagerhat
7/1/2010,Riots,6,15,Dhaka - Badda
7/1/2010,Riots,6,15,Dhaka - Tejgaon
7/1/2010,Riots,6,15,Dhaka - Gulshan
7/1/2010,Riots,6,15,Dhaka - Gulshan
7/1/2010,Riots,10,55,Dashmina
7/1/2010,Violence against civilians,10,37,Amda
7/1/2010,Violence against civilians,10,37,Gopalnagar
7/1/2010,Violence against civilians,10,37,Sharsha
7/1/2010,Riots,6,15,Dhaka - Motijheel
7/1/2010,Riots,6,15,Dhaka - Motijheel
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Riots,12,57,Badalgachhi
7/1/2010,Riots,10,55,Comilla
7/1/2010,Riots,6,15,Sirajganj
7/1/2010,Violence against civilians,10,37,Sunamganj
7/1/2010,Riots,12,57,Sunamganj
7/1/2010,Riots,10,55,Beani Bazar
7/1/2010,Riots,6,15,Dhaka - Badda
7/1/2010,Riots,6,15,Dhaka - Gulshan
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Battles,8,44,Madhabpur
7/1/2010,Riots,6,15,Madhabpur
7/1/2010,Battles,8,44,Benapole
7/1/2010,Battles,8,44,Dighirpar
7/1/2010,Battles,8,44,Ghoraghat
7/1/2010,Battles,8,44,Kawalikanda
7/1/2010,Riots,6,15,Hemayetpur
7/1/2010,Riots,6,15,Savar
7/1/2010,Riots,12,57,Jobra
7/1/2010,Riots,12,57,Patuakhali
7/1/2010,Violence against civilians,11,47,Tentulia
7/1/2010,Violence against civilians,10,37,Natore
7/1/2010,Riots,6,15,Dhaka - Gulshan
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Violence against civilians,10,37,Dhaka
7/1/2010,Battles,8,44,Chittagong
7/1/2010,Riots,5,50,Lalmonirhat
7/1/2010,Battles,8,44,Narsingdi
7/1/2010,Riots,12,57,Dhaka - Sher e Bangla Nagar
7/1/2010,Violence against civilians,8,17,Dhaka - Dhanmondi
7/1/2010,Battles,8,44,Chittagong
7/1/2010,Battles,8,44,Narsingdi
7/1/2010,Riots,10,55,Habiganj
7/1/2010,Riots,12,57,Dakshin Surma
7/1/2010,Riots,12,57,Madhupur
7/1/2010,Riots,12,57,Keraniganj
7/1/2010,Riots,12,57,Shibganj
7/1/2010,Violence against civilians,15,78,Haripur
7/1/2010,Violence against civilians,10,37,Dhaka - Kafrul
7/1/2010,Riots,5,50,Dhaka - Mirpur
7/1/2010,Riots,6,15,Nishchintapur
7/1/2010,Riots,12,57,Dakshin Surma
7/1/2010,Violence against civilians,10,37,Singra
7/1/2010,Battles,3,12,Pabna
7/1/2010,Riots,10,55,Savar
7/1/2010,Battles,6,33,Faridpur
7/1/2010,Riots,10,55,Derai
7/1/2010,Riots,6,15,Siddhirganj
7/1/2010,Violence against civilians,10,37,Nityanandapur
7/1/2010,Violence against civilians,10,37,Shailkupa
7/1/2010,Violence against civilians,15,78,Benapole
7/1/2010,Riots,12,57,Dhaka - Dhanmondi
7/1/2010,Violence against civilians,10,37,Dhaka - Pallabi
7/1/2010,Battles,3,12,Bera
7/1/2010,Battles,4,13,Daspara
7/1/2010,Riots,5,50,Begumganj
7/1/2010,Riots,5,50,Jhenaidah
7/1/2010,Riots,5,50,Kurni
7/1/2010,Riots,5,50,Patuakhali
7/1/2010,Riots,12,57,Gazipur
7/1/2010,Riots,5,50,Mirzapur
7/1/2010,Violence against civilians,15,78,Shyamnagar
7/1/2010,Violence against civilians,15,78,Jhenaidah
7/1/2010,Violence against civilians,15,78,Maheshpur
7/1/2010,Riots,5,50,Mymensingh
7/1/2010,Riots,8,35,Savar
7/1/2010,Violence against civilians,10,37,Basurhat
7/1/2010,Battles,8,44,Nabiganj
7/1/2010,Riots,10,55,Barisal
7/1/2010,Violence against civilians,10,37,Sonaimuri
7/1/2010,Violence against civilians,15,78,Shyamnagar
7/1/2010,Riots,12,57,Dariapur
7/1/2010,Riots,12,57,Gazipur
7/1/2010,Riots,5,50,Savar
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Riots,10,55,Hosenabad
7/1/2010,Riots,10,55,Khaliajuri
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Riots,6,15,Rajshahi
7/1/2010,Battles,8,44,Boalmari
7/1/2010,Riots,10,55,Kaliganj
7/1/2010,Riots,12,57,Hotapara
7/1/2010,Riots,5,50,Narayanganj
7/1/2010,Violence against civilians,10,37,Sylhet
7/1/2010,Battles,6,33,Pabna
7/1/2010,Riots,10,55,Bagerhat
7/1/2010,Riots,10,55,Burhanuddin
7/1/2010,Riots,6,15,Burhanuddin
7/1/2010,Riots,5,50,Gopalpur
7/1/2010,Riots,5,50,Jhenaidah
7/1/2010,Riots,5,50,Shantidanga
7/1/2010,Violence against civilians,11,47,Bahubal
7/1/2010,Riots,12,57,Chatkhil
7/1/2010,Riots,12,57,Chittagong
7/1/2010,Violence against civilians,15,78,Birampur
7/1/2010,Explosions/Remote violence,10,37,Dhaka - Shyampur
7/1/2010,Battles,7,34,Bardail
7/1/2010,Battles,8,44,Dhamrai
7/1/2010,Riots,10,55,Narayanganj
7/1/2010,Riots,6,15,Modhupur
7/1/2010,Riots,6,15,Shantidanga
7/1/2010,Violence against civilians,11,47,Chirirbandar
7/1/2010,Violence against civilians,15,78,Satkhira
7/1/2010,Riots,6,15,Barisal
7/1/2010,Riots,6,15,Dhupchanchia
7/1/2010,Riots,6,15,Jessore
7/1/2010,Riots,6,15,Naogaon
7/1/2010,Riots,5,50,Natore
7/1/2010,Explosions/Remote violence,10,37,Jhenaidah
7/1/2010,Riots,6,15,Khulna
7/1/2010,Violence against civilians,15,78,Paba
7/1/2010,Violence against civilians,15,78,Pabna
7/1/2010,Riots,6,15,Dhaka
7/1/2010,Battles,6,33,Kuliarchar
7/1/2010,Battles,6,33,Palashbari
7/1/2010,Riots,10,55,Lalmonirhat
7/1/2010,Riots,10,55,Palashbari
7/1/2010,Violence against civilians,10,37,Damurhuda
7/1/2010,Violence against civilians,10,37,Kaliabakri
7/1/2010,Riots,12,57,Hizla
7/1/2010,Battles,6,33,Savar
7/1/2010,Riots,6,15,Ashulia
7/1/2010,Riots,10,55,Dhaka - Shahbagh
7/1/2010,Battles,6,33,Dhaka - Paltan
7/1/2010,Riots,12,57,Chittagong
7/1/2010,Battles,8,44,Cox's Bazar
7/1/2010,Riots,6,15,Adamjee
7/1/2010,Riots,6,15,Chittagong
7/1/2010,Riots,12,57,Hizla
7/1/2010,Riots,5,50,Jaintiapur
7/1/2010,Violence against civilians,15,78,Jaintiapur
7/1/2010,Violence against civilians,11,47,Chhatak
7/1/2010,Violence against civilians,10,37,Sreepur
7/1/2010,Riots,5,50,Barisal
7/1/2010,Riots,5,50,Gazipur
7/1/2010,Riots,5,50,Memania
7/1/2010,Violence against civilians,15,78,Baikari
7/1/2010,Riots,10,55,Gangni
7/1/2010,Violence against civilians,10,37,Belkuchi
7/1/2010,Riots,5,50,Dhaka - Paltan
7/1/2010,Riots,12,57,Jhenaidah
7/1/2010,Riots,5,50,Ashulia
7/1/2010,Riots,6,15,Sirajdikhan
7/1/2010,Riots,6,15,Sonargaon
7/1/2010,Riots,12,57,Begumganj
7/1/2010,Violence against civilians,11,47,Thakurgaon
7/1/2010,Explosions/Remote violence,11,47,Alamdanga
7/1/2010,Violence against civilians,8,17,Dhaka - Darus Salam
6/1/2010,Battles,4,13,Rajshahi
6/1/2010,Explosions/Remote violence,12,48,Chuadanga
6/1/2010,Riots,6,15,Kushtia
6/1/2010,Riots,10,55,Noakhali
6/1/2010,Riots,6,15,Khulna
6/1/2010,Riots,6,15,Brahmanbaria
6/1/2010,Riots,6,15,Dhaka - Kafrul
6/1/2010,Riots,6,15,Dhaka
6/1/2010,Riots,6,15,Basherhat
6/1/2010,Riots,6,15,Kalaroa
6/1/2010,Riots,6,15,Kasba
6/1/2010,Riots,6,15,Rajshahi
6/1/2010,Riots,12,57,Rajshahi
6/1/2010,Riots,10,55,Munshiganj
6/1/2010,Riots,5,50,Barisal
6/1/2010,Riots,6,15,Barisal
6/1/2010,Riots,10,55,Feni
6/1/2010,Riots,6,15,Pubail
6/1/2010,Riots,6,15,Rangamati
6/1/2010,Riots,10,55,Sarail
6/1/2010,Riots,6,15,Sirajganj
6/1/2010,Violence against civilians,10,37,Rajshahi
6/1/2010,Riots,6,15,Lalmonirhat
6/1/2010,Riots,6,15,Dhaka - Dhanmondi
6/1/2010,Riots,6,15,Dhaka - Shahbagh
6/1/2010,Riots,6,15,Dhaka - Mirpur
6/1/2010,Riots,10,55,Palashbari
6/1/2010,Battles,6,33,Palashbari
6/1/2010,Battles,6,33,Rajshahi
6/1/2010,Violence against civilians,10,37,Langadu
6/1/2010,Riots,10,55,Kalia
6/1/2010,Riots,12,57,Dhaka
6/1/2010,Battles,6,33,Cox's Bazar
6/1/2010,Riots,5,50,Rajshahi
6/1/2010,Battles,3,12,Kushtia
6/1/2010,Riots,5,50,Rajshahi
6/1/2010,Battles,6,33,Comilla
6/1/2010,Riots,5,50,Habiganj
6/1/2010,Violence against civilians,10,37,Mirpur
6/1/2010,Riots,10,55,Bijoynagar
6/1/2010,Riots,6,15,Ashulia
6/1/2010,Riots,6,15,Savar
6/1/2010,Riots,10,55,Sirajganj
6/1/2010,Violence against civilians,10,37,Natore
6/1/2010,Violence against civilians,10,37,Rajshahi
6/1/2010,Violence against civilians,15,78,Shibganj
6/1/2010,Violence against civilians,15,78,Maheshpur
6/1/2010,Violence against civilians,10,37,Dhaka - Shahbagh
6/1/2010,Riots,6,15,Ashulia
6/1/2010,Riots,5,50,Fatullah
6/1/2010,Riots,6,15,Natore
6/1/2010,Violence against civilians,10,37,Rajshahi
6/1/2010,Violence against civilians,11,47,Palashbari
6/1/2010,Riots,10,55,Tanore
6/1/2010,Riots,12,57,Chuadanga
6/1/2010,Riots,6,15,Savar
6/1/2010,Violence against civilians,11,47,Gowainghat
6/1/2010,Battles,6,33,Kaliganj
6/1/2010,Battles,6,33,Nilphamari
6/1/2010,Riots,10,55,Dhaka - Tejgaon
6/1/2010,Battles,6,33,Gopalganj
6/1/2010,Violence against civilians,10,37,Rajasthali
6/1/2010,Riots,12,57,Mymensingh
6/1/2010,Violence against civilians,15,78,Dhamoirhat
6/1/2010,Violence against civilians,10,37,Rajasthali
6/1/2010,Riots,10,55,Lakshmipur
6/1/2010,Violence against civilians,10,37,Natore
6/1/2010,Violence against civilians,10,37,Rajasthali
6/1/2010,Riots,10,55,Khulna
6/1/2010,Battles,6,33,Benapole
6/1/2010,Riots,10,55,Kasba
6/1/2010,Violence against civilians,10,37,Baghaichhari
6/1/2010,Battles,9,18,Jaintiapur
6/1/2010,Riots,6,15,Dhaka - Tejgaon
6/1/2010,Violence against civilians,10,37,Baghaichhari
6/1/2010,Battles,6,33,Jhenaidah
6/1/2010,Violence against civilians,15,78,Shibganj
6/1/2010,Riots,10,55,Jhenaidah
6/1/2010,Riots,6,15,Ashulia
6/1/2010,Riots,10,55,Badarganj
6/1/2010,Riots,6,15,Savar
6/1/2010,Riots,10,55,Khulna
6/1/2010,Riots,10,55,Ashuganj
6/1/2010,Riots,10,55,Badarganj
6/1/2010,Riots,10,55,Raipura
6/1/2010,Riots,10,55,Comilla
6/1/2010,Riots,5,50,Haziganj
6/1/2010,Violence against civilians,10,37,Benapole
6/1/2010,Battles,6,33,Patgram
6/1/2010,Riots,10,55,Madan
6/1/2010,Violence against civilians,15,78,Chapai Nababganj
6/1/2010,Riots,10,55,Sunamganj
6/1/2010,Riots,10,55,Sunamganj
6/1/2010,Violence against civilians,15,78,Hatkhola
6/1/2010,Riots,6,15,Sylhet
6/1/2010,Explosions/Remote violence,10,37,Benapole
6/1/2010,Riots,10,55,Gachihata
6/1/2010,Riots,10,55,Kushtia
6/1/2010,Riots,10,55,Kushtia
6/1/2010,Riots,10,55,Lakhai
6/1/2010,Battles,6,33,Kaliganj
6/1/2010,Violence against civilians,10,37,Bogra
6/1/2010,Violence against civilians,10,37,Bogra
6/1/2010,Riots,6,15,Savar
6/1/2010,Riots,10,55,Sirajganj
6/1/2010,Violence against civilians,10,37,Noapara
6/1/2010,Violence against civilians,15,78,Benapole
6/1/2010,Battles,6,33,Rajasthali
6/1/2010,Riots,10,55,Pabna
6/1/2010,Riots,10,55,Shailkupa
6/1/2010,Riots,10,55,Thakurgaon
6/1/2010,Riots,12,57,Thakurgaon
6/1/2010,Riots,12,57,Zakiganj
6/1/2010,Violence against civilians,10,37,Thakurgaon
6/1/2010,Riots,12,57,Chatmohar
6/1/2010,Battles,6,33,Shailkupa
6/1/2010,Riots,6,15,Narayanganj
6/1/2010,Riots,10,55,Rajshahi
6/1/2010,Riots,6,15,Sonargaon
6/1/2010,Riots,10,55,Sylhet
5/1/2010,Violence against civilians,10,37,Patuakhali
5/1/2010,Riots,12,57,Sylhet
5/1/2010,Violence against civilians,10,37,Patuakhali
5/1/2010,Riots,10,55,Munshiganj
5/1/2010,Riots,10,55,Natore
5/1/2010,Riots,5,50,Fatullah
5/1/2010,Riots,10,55,Char Bhadrasan
5/1/2010,Riots,6,15,Shajahanpur
5/1/2010,Riots,10,55,Sarail
5/1/2010,Riots,5,50,Dhaka - Shahbagh
5/1/2010,Riots,10,55,Shariatpur
5/1/2010,Violence against civilians,10,37,Khalishpur
5/1/2010,Riots,12,57,Rajshahi
5/1/2010,Riots,12,57,Pabna
5/1/2010,Violence against civilians,10,37,Zianagar
5/1/2010,Violence against civilians,10,37,Kurigram
5/1/2010,Riots,10,55,Santhia
5/1/2010,Riots,10,55,Kishoreganj
5/1/2010,Riots,10,55,Bijoynagar
5/1/2010,Riots,10,55,Raipura
5/1/2010,Battles,3,12,Mirpur
5/1/2010,Battles,3,12,Kushtia
5/1/2010,Battles,6,33,Savar
5/1/2010,Riots,5,50,Munshiganj
5/1/2010,Riots,12,57,Bauphal
5/1/2010,Violence against civilians,10,37,Bauphal
5/1/2010,Battles,4,13,Dhaka
5/1/2010,Battles,6,33,Shalikha
5/1/2010,Riots,10,55,Thakurgaon
5/1/2010,Violence against civilians,10,37,Pabna
5/1/2010,Riots,10,55,Fakirabad
5/1/2010,Riots,10,55,Munshiganj
5/1/2010,Battles,3,12,Chatmohar
5/1/2010,Violence against civilians,10,37,Kishoreganj
5/1/2010,Violence against civilians,10,37,Savar
5/1/2010,Violence against civilians,10,37,Sreepur
5/1/2010,Battles,3,12,Chuadanga
5/1/2010,Battles,3,12,Chuadanga
5/1/2010,Battles,6,33,Munshiganj
5/1/2010,Riots,10,55,Siddhirganj
5/1/2010,Battles,6,33,Daulatpur
5/1/2010,Battles,6,33,Fatullah
5/1/2010,Riots,10,55,Manirampur
5/1/2010,Violence against civilians,10,37,Rajasthali
5/1/2010,Battles,9,18,Shibganj
